program_tour,url,description,price,region
ทัวร์ญี่ปุ่น โตเกียว เกาะเอโนชิมะ พระใหญ่ไดบุตสึ สวนโออิชิ ปาร์ค วัดมัตสึจิยาม่า โชเด็น อิสระเต็มวัน ,https://www.mushroomtravel.com/tour/outbound/japan/mush261956-japan-5d3n-by-xj-,"เที่ยว:พระใหญ่ไดบุตสึ-เกาะเอโนชิมะ-สวนโออิชิ ปาร์ค-วัดมัตสึจิยาม่า โชเด็น-สวนสนุกโตเกียวดิสนีย์แลนด์(เลือกซื้อทัวร์เสริม)-อิสระเต็มวันช้อป:ถนนโคมะชิ โดริ-Duty free-ห้างไดเวอร์ซิตี้กิน:เมนูปิ้งย่างยากินิกุพัก:พักออนเซ็น 1 คืน#พี่เห็ดจริงใจ#โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรมกรณีซื้อบัตรเข้าสวนสนุกเพิ่มเติม กรุณาติดต่อเจ้าหน้าที่ เพื่อเช็ควันเที่ยวอิสระอีกครั้ง ราคา28,388บาท",28388,Asia
ทัวร์ญี่ปุ่น โตเกียว คามาคุระ เอโนชิมะ ฟูจิคิวไฮแลนด์ สวนโออิชิปาร์ค วัดอาซากุสะ หลวงพ่อโตไดบุตสึ พักย่านช้อปปิ้ง,https://www.mushroomtravel.com/tour/outbound/japan/mush262464-japan-5d3n-by-vz,"เที่ยว:นาริตะ-เกาะเอโนชิมะ-ถนนเบ็นไซเท็น-ศาลเจ้าเอโนชิมะ-คามาคุระ-หลวงพ่อโตไดบุตสึ-สวนโออิชิ ปาร์ค-FUJI Q HIGHLAND-FUJI TOWER-โอไดบะ-วัดมัตสึจิยามะโชเด็น-วัดอาซากุสะ-ริมแม่น้ำสุมิดะช้อป:ถนนโคมาจิโดริ-ห้างไดเวอร์ซิตี้-ถนนนากามิเสะ-ชินจูกุกิน:บุฟเฟ่ต์ขาปูพัก:พักย่านช้อปปิ้ง-พักออนเซ็น ราคา31,900บาท",31900,Asia
ทัวร์จีน มองโกเลียใน ทะเลสาบอูไห่ ทะเลสาบอูฐ ทุ่งหญ้าออร์ดอส น้ำพุคังปาซือ ไม่เข้าร้านรัฐบาล,https://www.mushroomtravel.com/tour/outbound/china/mush255551-china-6d5n-by-vz,"พิเศษ:ไม่เข้าร้านรัฐบาล-แต่งชุดมองโกล-ขี่อูฐเที่ยว:อี้เค่อโอโบ-ทุ่งหญ้าออร์ดอส-งานราตรีรอบกองไฟมองโกล-เทือกเขาหล่างซาน-วัดอากุย-ทะเลสาบอูไห่-นั่งรถออฟโรดตะลุยทะเลทราย-ทะเลสาบอูหลาน-ทะเลสาบอูฐ-เติงโข่ว-เขตทะเลทรายเสียงซาวาน-จัตุรัสเจงกิสข่าน-น้ำพุคังปาซือ-ทำเนียบพระลามะอูหลาน-ศูนย์วัฒนธรรมมองโกลหยวนหลิว-เขตท่องเที่ยวเจงกิสข่านช้อป:ถนนคนเดินคังปาซือพัก:พักรีสอร์ทสไตล์กระโจมมองโกล#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา32,965บาท",32965,Asia
ทัวร์จีน จางเจียเจี้ย เมืองโบราณฝูหรงเจิ้น ถ้ำประตูสวรรค์ เขาเทียนเหมินซาน หมู่บ้านวัฒนธรรมซานเสีย ตึกมหัศจรรย์ 72 ชั้น,https://www.mushroomtravel.com/tour/outbound/china/mush261105-china-6d5h-by-9h-,"พิเศษ:ชมการแสดงทางวัฒนธรรมชนเผ่าถู่เจียเที่ยว:หมู่บ้านวัฒนธรรมซานเสีย-ล่องเรือชมทัศนียภาพช่องเขาซานเสีย-บ้านเกิดชวีหยวน-เมืองโบราณฝูหรงเจิ้น-อุทยานจางเจียเจี้ย-นั่งกระเช้าไฟฟ้า-เขาเทียนเหมินซาน-ถ้ำประตูสวรรค์-ระเบียงแก้ว-ตึกมหัศจรรย์ 72 ชั้นช้อป:ถนนคนเดินเมืองอี้ชาง-POP MARTกิน:เมนูปิ้งย่างเกาหลี#พี่เห็ดจริงใจ#โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม1.ทัวร์ประหยัด, ลงร้าน2.กรณียกเลิก มีค่าใช้จ่ายตามประกาศคณะกรรมการท่องเที่ยว ราคา18,990บาท",18990,Asia
ทัวร์จีน อู่หลง ฉงชิ่ง มหาศาลาประชาคมฉงชิ่ง อุทยานหลุมฟ้า รถไฟฟ้าทะลุตึก อิสระเต็มวัน ไม่เข้าร้านรัฐบาล,https://www.mushroomtravel.com/tour/outbound/china/mush253382-china-6d4n-by-sl,"พิเศษ:ไม่เข้าร้านรัฐบาลเที่ยว:อู่หลง-อุทยานแห่งชาติหลุมฟ้าสะพานสวรรค์-ระเบียงกระจก-อุทยานเขานางฟ้า-ฉงชิ่ง-รถไฟฟ้าทะลุตึก-หมู่บ้านโบราณฉือช่อโข่ว-อิสระเต็มวัน-วัดเจ้าแม่กวนอิมเป่าเหลิน-มหาศาลาประชาคมฉงชิ่ง-Kuixing Building-ตึกตะเกียบช้อป:หงหยาต้ง-ถนนคนเดินเจี่ยฟ่างเป่ย-POP MARTพัก:พัก 4 ดาวทุกคืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา22,399บาท",22399,Asia
ทัวร์จีน เฉิงตู ตูเจียงเยี่ยน ล่องเรือยางชมอุทยานสี่ดรุณี เมืองโบราณลั่วไต้ อุทยานเฉียวโกว วัดต้าฉือ,https://www.mushroomtravel.com/tour/outbound/china/mush260924-china-4d3n-by-sl,"พิเศษ:ล่องเรือยางชมอุทยานสี่ดรุณีเที่ยว:เฉิงตู-ภูเขาสี่ดรุณี-เส้นทางหุบเขาซวงเฉียวโกว-อุทยานเฉียวโกว-ตูเจียงเยี่ยน-วัดต้าฉือ-หมีแพนด้ายักษ์ปีนตึก-เมืองโบราณลั่วไต้ช้อป:ถนนคนเดินไท่กู๋หลี่-ถนนคนเดินชุนซีลู่-POP MART-ซอยกว้างซอยแคบกิน:หม้อไฟหม่าล่า-เป็ดปักกิ่งพัก:พัก 4 ดาวทุกคืนล่องเรือยางชมอุทยานสี่ดรุณี กิจกรรมสุดฮิตใน Tiktok#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา19,498บาท",19498,Asia
ทัวร์เวียดนาม ดานัง เว้ ฮอยอัน บานาฮิลล์ สะพานสีทอง เมืองโบราณฮอยอัน นั่งรถสามล้อซิโคล่ ไม่เข้าร้านรัฐบาล,https://www.mushroomtravel.com/tour/outbound/vietnam/mush260751-vietnam-4d3n-by-vz,"พิเศษ:ไม่เข้าร้านรัฐบาลเที่ยว:วัดเทียนมู่-ล่องเรือมังกรชมแม่น้ำหอม-พระราชวังไดโน้ย(ด้านนอก)-นั่งรถสามล้อซิโคล่-นั่งกระเช้าขึ้นสู่บานาฮิลล์-สวนดอกไม้แห่งความรัก-สะพานสีทอง-ปราสาทจันทรา-หมู่บ้านกั๊มทาน-นั่งเรือกระด้ง-เมืองโบราณฮอยอัน-สะพานญี่ปุ่น-สะพานแห่งความรัก-รูปปั้นปลามังกร สะพานมังกรไฟ-วัดหลิงอิ๋งช้อป:ตลาดฮานกิน:เมนูอาหารนึ่ง+กุ้งมังกรโต๊ะละ 1 ตัว-บุฟเฟ่ต์อาหารนานาชาติ-ปิ้งย่างบุฟเฟ่ต์พัก:พักบนบาน่าฮิลล์ 1 คืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา18,799บาท",18799,Asia
ทัวร์ญี่ปุ่น โตเกียว ฟูจิ เอโนชิมะ ฟูจิยาม่าทาวเวอร์ โอชิโนะฮักไก ศาลเจ้าเอโนชิมะ อิสระเต็มวัน,https://www.mushroomtravel.com/tour/outbound/japan/mush261999-japan-5d3n-by-xj,"เที่ยว:หอคอยชมวิวฟูจิยาม่า ทาวเวอร์(รวมค่าขึ้น)-หมู่บ้านน้ำใสโอชิโนะฮักไก-ชิสุโอกะ-พิพิธภัณฑ์แผ่นดินไหว-เกาะเอโนชิมะ-ศาลเจ้าเอโนชิมะ-ท่าเรือนิชิอุระ-อิสระเต็มวัน-โตเกียวดิสนีย์แลนด์ (เลือกซื้อเพิ่ม)ช้อป:โกเทมบะ พรีเมี่ยมเอาท์เล็ต-ถนนเบ็นเซนเท็น นากามิเสะ#พี่เห็ดจริงใจ#1. กรณีซื้อบัตรเข้าสวนสนุกเพิ่มเติม กรุณาติดต่อเจ้าหน้าที่ เพื่อเช็ควันเที่ยวอิสระอีกครั้ง2. หากเป็นราคาโปรโมชั่นจะไม่มีบริการอาหารบนเครื่องทั้งไป-กลับ ราคา28,799บาท",28799,Asia
ทัวร์จีน ฉงชิ่ง เอินฉือ ล่องเรือผิงซานแกรนด์แคนยอน หุบเขาซื่อจื่อกวน ล่องแพมังกรแม่น้ำก้งสุ่ย ไม่เข้าร้านรัฐบาล,https://www.mushroomtravel.com/tour/outbound/china/mush261942-china-5d4n-by-fd,"พิเศษ:ไม่เข้าร้านรัฐบาล-นั่งรถไฟความเร็วสูง 2 ขาเที่ยว:ฉงชิ่ง-ตึกตะเกียบ-ตึกไคว่ซิงโหล ชั้น 22-หลงเหมินห่าว-เอินฉือ-ถ้ำเถิงหลง-ล่องแพมังกรแม่น้ำก้งสุ่ย-หุบเขาซื่อจื่อกวน-ล่องเรือผิงซานแกรนด์แคนยอน-ถนนเก่าสือปาที-รถไฟทะลุตึกช้อป:ถนนคนเดินเจี่ยฟ่างเป่ย-ถนนคนเดินเอินฉือ-หงหยาต้ง-POP MARTกิน:ปิ้งย่าง-สุกี้หม่าล่าพัก:พัก 4 ดาวทุกคืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา30,899บาท",30899,Asia
ทัวร์เวียดนาม ดานัง ฮอยอัน บานาฮิลล์ สะพานมือ เมืองโบราณฮอยอัน ล่องเรือกระด้ง สะพานมังกร MARINA CAFE,https://www.mushroomtravel.com/tour/outbound/vietnam/mush261312-vietnam-4d3n-by-ek,"พิเศษ:ชมการแสดง DA NANG DHARMING SHOWเที่ยว:ดานัง-GOLDEN BAY-ฮอยอัน-เมืองโบราณฮอยอัน-หมู่บ้านกั๊มทาน(ล่องเรือกระด้ง)-หมู่บ้านแกะสลักหินอ่อน-สะพานมังกร-APEC PARK-บานาฮิลล์-สวนสนุก FANTASY PARK-สวนดอกไม้ LE JARDIN D’AMOUR-สะพานมือ-วัดหลินอึ๋ง-MARINA CAFEช้อป:ตลาดฮาน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา12,499บาท",12499,Asia
ทัวร์จีน อี้ชาง จางเจียเจี้ย เมืองโบราณฝูหรงเจิ้น หมู่บ้านวัฒนธรรมซานเสีย พัก 5 ดาว ไม่เข้าร้านรัฐบาล,https://www.mushroomtravel.com/tour/outbound/china/mush260758-china-5d4n-by-9h,"พิเศษ:ไม่เข้าร้านรัฐบาล-ชมการแสดงทางวัฒนธรรมชนเผ่าถู่เจีย-โชว์ตำนานรักนางจิ้งจอกขาวเที่ยว:อี้ชาง-หมู่บ้านวัฒนธรรมซานเสีย-ล่องเรือชมช่องเขาซานเสีย-บ้านเกิดชวีหยวน-จางเจียเจี้ย-อุทยานหุบเขาอวตาร-ลิฟต์แก้วไป่หลง-หุบเขาอวตารฮัลเลลูย่าห์-ฝูหรงเจิ้น-เมืองโบราณฝูหรงเจิ้น-จางเจียเจี้ย-เขาเทียนเหมินซาน-ถ้ำประตูสวรรค์-ระเบียงแก้วกิน:บุฟเฟ่ปิ้งย่าง-สุกี้เห็ดพัก:พัก 5 ดาว 1 คืน#พี่เห็ดจริงใจ#โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม1. กรณียกเลิก มีค่าใช้จ่ายตามประกาศคณะกรรมการท่องเที่ยว ราคา24,990บาท",24990,Asia
ทัวร์เวียดนาม ดานัง ฮอยอัน บานาฮิลล์ สะพานมือทองคำ นั่งเรือกระด้ง วัดหลินอึ๋ง ชมโชว์ Charming Show,https://www.mushroomtravel.com/tour/outbound/danang/mush261721-vietnam-4d3n-by-ek,"พิเศษ:ชมโชว์ Charming Showเที่ยว:ดานัง-ฮอยอัน-หมู่บ้านกั๊มทาน-นั่งเรือกระด้ง-เมืองมรดกโลกฮอยอัน-สวนเอเปค-สวน Wonder park-บานาฮิลล์-สะพานมือทองคำ-สวน Le Jardin d’Amour-หมู่บ้านฝรั่งเศส-สวนสนุก Fantasy Park-วัดหลินอึ๋ง-คาเฟ่ Son Tra Marina-โบสถ์สีชมพู-สะพานแห่งความรัก-สะพานมังกรช้อป:ตลาดฮาน-POP MARTกิน:หม้อไฟซีฟู้ด#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา14,388บาท",14388,Asia
ทัวร์ญี่ปุ่น โตเกียว เกาะเอโนชิมะ วัดอาซากุสะ พระใหญ่ไดบุตสึ คามาคุระ ชมดอกชิบะซากุระ นั่งรถไฟสายโรแมนติก อิสระเต็มวัน,https://www.mushroomtravel.com/tour/outbound/japan/mush261297-japan-5d3n-by-vz-,"เที่ยว:พระใหญ่ไดบุตสึ คามาคุระ-นั่งรถไฟสายโรแมนติก-เกาะเอโนชิมะ-ชมดอกชิบะซากุระ-วัดอาซากุสะ-สวนสนุกโตเกียวดิสนีย์แลนด์(เลือกซื้อทัวร์เสริม)-อิสระเต็มวันช้อป:อิออน มอลล์กิน:เมนูขาปูยักษ์-บุฟเฟ่ต์ปิ้งย่างยากินิคุพัก:พักออนเซ็น 1 คืนนั่งรถสายสีเขียวตามรอยซีรีย์ดัง#พี่เห็ดจริงใจ#โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม1.กรณียกเลิก มีค่าใช้จ่ายตามประกาศคณะกรรมการท่องเที่ยว2.กรณีซื้อบัตรเข้าสวนสนุกเพิ่มเติม กรุณาติดต่อเจ้าหน้าที่ เพื่อเช็ควันเที่ยวอิสระอีกครั้ง ราคา29,990บาท",29990,Asia
ทัวร์อังกฤษ เวลส์ ลอนดอน ออกซ์ฟอร์ด หมู่บ้านไบบิวรี่ สโตนเฮนจ์ พระราชวังบัคกิ้งแฮม หอนาฬิกาบิ๊กเบน ทาวเวอร์บริดจ์,https://www.mushroomtravel.com/tour/outbound/europe/mush262443-england-7d4n-by-ek,"เที่ยว:ซาลส์เบอร์รี่-สโตนเฮนจ์-เขตคอตสโวลส์-หมู่บ้านไบบิวรี่-หมู่บ้านเบอร์ตันออนเดอะวอเตอร์-คาร์ดิฟฟ์-ปราสาทคาร์ดิฟฟ์-บาธ-สะพานพัลท์นีย์-มหาวิหารแห่งเมืองบาธ-โรงอาบน้ำโรมัน-ออกซ์ฟอร์ด-St. Martin’s Church-ทาวเวอร์ ออฟ ลอนดอน-ทาวเวอร์บริดจ์-โบโร่มาเก็ต-ย่านพิคคาเดลี่-ย่านไชน่าทาวน์-มหาวิหารเซ็นต์ปอล-พระราชวังบัคกิ้งแฮม-หอนาฬิกาบิ๊กเบนช้อป:ตลาด Covered Market-บิซส์เตอร์เอ้าท์เล็ต วิลเลจ-ห้างแฮร์รอดส์กิน:เมนูเป็ดย่างร้านโฟร์ซีซั่น ราคา71,900บาท",71900,Europe
ทัวร์ยุโรปตะวันออก เชสกี้ครุมลอฟ ปราสาทนอยชวานสไตน์ ล่องเรือแม่น้ำดานูบ พักฮัลล์สตัท/เซ็นท์วูฟกัง รวมวีซ่า+ค่าทิปแล้ว,https://www.mushroomtravel.com/tour/outbound/europe/mush220475-germany-8d6n-by-ek,"พิเศษ:พักฮัลล์สตัท/เซ็นท์วูฟกัง หรือ ริมทะเลสาบ 1 คืน-รวมค่าวีซ่าและทิปเที่ยว:เยอรมัน-ออสเตรีย-เช็ก-สโลวาเกีย-ฮังการี-ชวานเกา-ปราสาทนอยชวานสไตน์-สนามฟุตบอล อัลลิอันซ์ อารีนา-มิวนิค-จัตุรัสมารีนเพทส-ซาลบวร์ก-พระราชวังและสวนมิราเบล-ถนน Getreidegasse-จัตุรัสเรสซิเดนท์-ฮัลล์สตัท-เซ็นท์ วูฟกัง-เชสกี้ครุมลอฟ-ปราสาทเช้สกี้ ครุมลอฟ-ปราก-สะพานชาร์ล-นาฬิกาดาราศาสตร์-โบสถ์ติน-ปราสาทปราก-ถนนทองคำ-บราติสลาวา-ปราสาทบราทิสลาว่า-บูดาเปสต์-จัตุรัสวีรบุรุษ-ปราสาทบูดา-ป้อมชาวประมง-โบสถ์แมนทิอัส-ล่องเรือแม่น้ำดานูบ-เวียนนา-พระราชวังเชินน์บรุนช้อป:Fashion Outlet Parndorf-ถนนคาร์ทเนอร์กิน:ขาหมูเสิร์ฟพร้อมเบียร์เยอรมัน-ปลาเทร้าช์-เป็ดโบฮีเมี่ยน-ซุปกูลาร์ช-Sacher Cakeได้พักที่ ฮัลล์สตัท หรือ เซ็นท์วูฟกัง , รวมค่าวีซ่า+ทิปแล้ว คุ้มมากๆ#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา115,899บาท",115899,Europe
ทัวร์อิตาลี สวิส ฝรั่งเศส มิลาน เกาะเวนิส นั่งรถไฟขึ้นยอดเขาจุงเฟรา หอไอเฟล พระราชวังแวร์ซาย มหาวิหารแห่งมิลาน รวมวีซ่าแล้ว,https://www.mushroomtravel.com/tour/outbound/europe/mush220701-italy-9d6n-by-qr-,"พิเศษ:ราคารวมวีซ่าแล้ว-นั่งรถไฟความเร็วสูงTGV-เข้าชมพระราชวังแวร์ซาย-เข้าชมพิพิธภัณฑ์ลูฟร์เที่ยว:โรม-มหาวิหารเซนต์ปีเตอร์-โคลอสเซียม-น้ำพุเทรวี่-วิหารแพนเธออน-แคว้นทอสคาน่า-หอเอนเมืองปิซ่า-เกาะเวนิส เมรเตร้-เกาะซานมาร์โค-มิลาน-มหาวิหารแห่งมิลาน-อินเทอร์ลาเค่น-เลาเทอร์บรุนเน่น-ถํ้านํ้าแข็ง 1,000 ปี-สวิสสฟิงซ์-ยอดเขาจุงเฟรา-หมู่บ้านอิเซล์ทวาลด์-ลูเซิร์น-สะพานไม้ชาเปล-อนุสาวรีย์สิงโต-ดีจอง-ประตูชัย-หอไอเฟล-ล่องเรือแม่น้ำแซนช้อป:บันไดสเปน-ร้านปลอดภาษี-ถนนชองป์เซลิเซ่-แกลลารี่ ลาฟาแยตต์กิน:เมนูสปาเก็ตตี้ต้นตำหรับอิตาลี-พิซซ่าต้นตำรับอิตาลี-ฟองดูว์-หอยเอสคาโก้อบเนยพิเศษกว่า พักที่สวิส เมืองลูเซิร์น 1 คืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา166,999บาท",166999,Europe
ทัวร์อิตาลี สวิส มิลาน เซอร์แมท นั่งรถไฟสู่ยอดเขากรอนเนอร์แกรต ยอดเขาจุงเฟรา ทะเลสาบโคโม่ น้ำตกไรน์ ปราสาทชิลยอง,https://www.mushroomtravel.com/tour/outbound/europe/mush254105-italy-7d4n-by-ek,"เที่ยว:มิลาน-ทะเลสาบโคโม่-มหาวิหารแห่งเมืองมิลาน-เซอร์แมท-นั่งรถไฟสู่ยอดเขากรอนเนอร์แกรต-มองเทรอซ์-ปราสาทชิลยอง-เจนีวา-น้ำพุเจทโด-นาฬิกาดอกไม้-โลซานน์-สวนสาธารณะเดอน็องตู-เบิร์น-กรินเดอวาลด์-ขึ้นกระเช้า Eiger Express สู่ยอดเขาจุงเฟรา-ถ้ำน้ำแข็ง-หมู่บ้านเลาเทอร์บรุนเนิน-อินเทอร์ลาเกน-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ชาฟฟ์เฮาเซิน-น้ำตกไรน์ช้อป:แกลเลอรี วิคเตอร์ เอ็มมานูเอล ราคา93,800บาท",93800,Europe
ทัวร์ยุโรป 5 ประเทศ ปราสาทนอยชวาไตน์ ยอดเขาซุกสปิตเซ่ เชสกี้ครุมลอฟ ฮัลล์สตัทท์ ล่องเรือแม่น้ำดานูบ รวมวีซ่า,https://www.mushroomtravel.com/tour/outbound/europe/mush220900-germany-9d6n-by-qr,"พิเศษ:ราคารวมวีซ่าเที่ยว:เยอรมัน-เช็ก-ออสเตรีย-สโลวาเกีย-ฮังการี-มิวนิค-ปราสาทนอยชวาไตน์(ด้านใน)-กามิช พาร์เท่นเคียร์เช่น-ยอดเขาซุกสปิตเซ่-หมู่บ้านโอเบอร์แอมเมอร์เกา-ซาลสเบิร์ก-สวนมิราเบล-บ้านโมสาร์ท-ฮัลล์สตัทท์-ลินซ์-จัตุรัสฮอบท์พลาซ-มหาวิหารเก่าแห่งเมืองลินซ์-เชสกี้ครุมลอฟ-ปราสาทครุมลอฟ-ปราก-ปราสาทแห่งปราก-มหาวิหารเซนต์วิตุส-สะพานชาลส์-หอนาฬิกาดาราศาสตร์-บราติสลาว่า-ป้อมปราการฟิชเชอร์แมนบาสเตียน-โบสถ์แมทเทียส-ล่องเรือแม่น้ำดานูบ-บูดาเปสต์-อาคารรัฐสภาฮังการี-จัตุรัสวีรบุรุษ-เวียนนา-วิหารเซนต์ สตีฟาน-พระราชวังเชรินน์บรุนน์-อนุสาวรีย์ของสมเด็จพระนางมาเรียเทรเรซ่า-พระราชวังฮอปส์บูร์กกิน:ขาหมูเยอรมัน+เบียร์-ปลาเทร้าย่างเกลือ-เป็ดโบฮีเมี่ยน-ซุปกูราซ-ซี่โครงหมูย่างเวียนนานั้งกระเช้าสู่ยอดเขาซุกสปิตเช่ ที่สูงที่สุดในเยอรมัน พร้อมรับประทานมื้อเที่ยงบนยอดเขา#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา132,999บาท",132999,Europe
ทัวร์เยอรมัน ออสเตรีย อิตาลี มิวนิค อินส์บรุค เกาะเวนิส ขุนเขาโดโลไมท์ ปราสาทนอยชวานซไตน์ มหาวิหารเมืองมิลาน ตลาดคริสต์มาส ,https://www.mushroomtravel.com/tour/outbound/europe/mush262196-germany-8d5n-by-sq-,"พิเศษ:เทศกาลตลาดคริสต์มาสเมืองมิลานเที่ยว:ปราสาทนอยชวานซไตน์-อินส์บรุค-หลังคาทองคำ-ถนนมาเรียเทเรซ่า-ออร์ติเซ-เนินเขา Alpe di Siusi-ขุนเขาโดโลไมท์-หมู่บ้านวาล ดิ ฟุเน่- โบสถ์ซานตา แมดดาลีน่า-โบลซาโน-จัตุรัส Piazza Walther-ทะเลสาบมิซูรินา-กอร์ตีนาดัมเปซโซ-เกาะเวนิส-จัตุรัสซานมาร์โค-เซอร์มิโอเน-ทะเลสาบการ์ดา-มหาวิหารแห่งเมืองมิลานช้อป:แกลเลอรี่ วิคเตอร์ เอ็มมานูเอลกิน:เมนูขาหมูเยอรมัน-สปาเก็ตตี้หมึกดำเที่ยวตรงเทศกาลตลาดคริสต์มาส เมืองมิลาน#พี่เห็ดจริงใจ# กรณียกเลิก มีค่าใช้จ่ายตามประกาศคณะกรรมการท่องเที่ยว ราคา104,990บาท",104990,Europe
ทัวร์ฝรั่งเศส สวิส อิตาลี โรม มิลาน ยอดเขาจุงเฟรา หอไอเฟล พระราชวังแวร์ซายส์ เกาะเวนิส หอเอน Colosseum,https://www.mushroomtravel.com/tour/outbound/europe/mush241998-france-9d6n-by-ek-,"เที่ยว:ปารีส-ประตูชัยนโปเลียน-หอไอเฟล-ล่องเรือแม่น้ำแซน-Louvre Museum-แวร์ซายส์-พระราชวังแวร์ซายส์-ดิจอง-ลูเซิร์น-สิงโตหินแกะสลัก-Chapel Bridge-อินเทอร์ลาเก้น-ทะเลสาบทูน-Lake Brienz-Grindelwald-Eiger Express-รถไฟจุงเฟรายอร์ค-ยอดเขาจุงเฟรา-Lauterbrunnen-น้ำตกชเตาบ์บาค-มิลาน-Duomo di Milano-เวนิส-แคว้นเวเนโต-เกาะเวนิส-สะพานถอนหายใจ-St. Mark’s Square-Pisa-Campo Dei Miracoli-หอเอน-โรม-Vatican-St. Peter’s Basilica-Colosseum-น้ำพุเทรวี่ช้อป:Paris Look-La Samaritaine-Kirchhofer-Galleria Vittorio Emanuele II-ย่านบันไดสเปนกิน:หอยเอสคาร์โก-ฟองดูชีส-สปาร์เก็ตตี้หมึกดำ-พิซซ่าในสไตล์อิตาเลี่ยนราคารวมล่องเรือกอนโดล่าที่เวนิส ราคา119,800บาท",119800,Europe
ทัวร์สเปน โปรตุเกส ปอร์โต้ มาดริด La Sagrada Familia มหาวิหารเจอโรนิโม มหาวิหารแห่งโทเลโด โชว์ระบำฟลามิงโก ,https://www.mushroomtravel.com/tour/outbound/europe/mush241746-spain-10d7n-by-ek-,"พิเศษ:โชว์ระบำฟลามิงโกเที่ยว:ลิสบอน-มหาวิหารเจอโร นิโม-หอคอยเบเลม-แหลมโรกา-ซินทรา-ฟาติมา-โบสถ์แม่พระฟาติมา-โบสถ์แม่พระฟาติมา-Coimbra University-Porto-ซาลามังกา-Segovia-รางส่งน้ำโรมัน-มาดริด-พระราชวังหลวง-โทเลโด-มหาวิหารแห่งโทเลโด-รูปปั้นหมีเกาะต้นเชอรี่-Valencia-มหาวิหารวาเลนเซีย-กอสตา เดล อะซาร์-BarcelonaLa Sagrada Familia-Parque Guellช้อป:พลาซ่า มายอร์-La Roca Village Outlet-La Ramblasกิน:ทาร์ตไข่-หมูหันสเปนโปรตุเกส พิเศษชิมทาร์ตไข่ ราคา121,800บาท",121800,Europe
